template_id,display_name,category,category_mask,category_depth,sellable_status,baseline_price,max_buy_price,liquidity_tier,enabled,source,confidence,notes
Combat_Neut_AtreidesDeserterUnique02_Top,Karak's Jacket,armor/combat,83951616,2,known,22650,18120,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Top_Schematic,Karak's Jacket Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_AtreidesDeserterUnique03_Boots,Sentinel Boots,armor/combat,83951616,2,known,70000,56000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Boots_Schematic,Sentinel Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Bottom,Sentinel Pants,armor/combat,83951616,2,known,88525,70820,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Bottom_Schematic,Sentinel Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Gloves,Sentinel Gauntlets,armor/combat,83951616,2,known,49700,39760,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Gloves_Schematic,Sentinel Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Helmet,Sentinel Helmet,armor/combat,83951616,2,known,79125,63300,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Helmet_Schematic,Sentinel Helmet Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Top,Sentinel Jacket,armor/combat,83951616,2,known,97650,78120,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Top_Schematic,Sentinel Jacket Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique04_Boots,Acheronian Boots,armor/combat,83951616,2,known,163300,130640,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Boots_Schematic,Acheronian Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_AtreidesDeserterUnique04_Bottom,Acheronian Pants,armor/combat,83951616,2,known,224925,179940,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Bottom_Schematic,Acheronian Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_AtreidesDeserterUnique04_Gloves,Acheronian Gauntlets,armor/combat,83951616,2,known,125850,100680,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Gloves_Schematic,Acheronian Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_AtreidesDeserterUnique04_Helmet,Acheronian Helmet,armor/combat,83951616,2,known,189250,151400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Helmet_Schematic,Acheronian Helmet Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_AtreidesDeserterUnique04_Top,Acheronian Chestplate,armor/combat,83951616,2,known,251300,201040,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Top_Schematic,Acheronian Chestplate Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_AtreidesDeserterUnique05_Boots,Executor's Boots,armor/combat,83951616,2,known,205100,164080,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Boots_Schematic,Executor's Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Bottom,Executor's Pants,armor/combat,83951616,2,known,284300,227440,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Bottom_Schematic,Executor's Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Gloves,Executor's Gauntlets,armor/combat,83951616,2,known,166150,132920,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Gloves_Schematic,Executor's Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Helmet,Executor's Helmet,armor/combat,83951616,2,known,246150,196920,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Helmet_Schematic,Executor's Helmet Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Top,Executor's Chestpiece,armor/combat,83951616,2,known,324750,259800,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Top_Schematic,Executor's Chestpiece Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_SmugglerDeserterUnique01_Boots,Aren's Boots,armor/combat,83951616,2,known,2694,2155,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Bottom,Aren's Pants,armor/combat,83951616,2,known,421,336,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Gloves,Aren's Gloves,armor/combat,83951616,2,known,500,400,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Helmet,Aren's Mask,armor/combat,83951616,2,known,550,440,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Top,Aren's Chestpiece,armor/combat,83951616,2,known,600,480,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Boots,Mendia's Boots,armor/combat,83951616,2,known,6250,5000,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Boots_Schematic,Mendia's Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Neut_SmugglerDeserterUnique02_Bottom,Mendia's Pants,armor/combat,83951616,2,known,8625,6900,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Bottom_Schematic,Mendia's Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Neut_SmugglerDeserterUnique02_Gloves,Mendia's Gauntlets,armor/combat,83951616,2,known,5825,4660,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Gloves_Schematic,Mendia's Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Neut_SmugglerDeserterUnique02_Helmet,Mendia's Wrap,armor/combat,83951616,2,known,7850,6280,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Helmet_Schematic,Mendia's Wrap Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Neut_SmugglerDeserterUnique02_Top,Mendia's Jacket,armor/combat,83951616,2,known,10250,8200,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Top_Schematic,Mendia's Jacket Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Neut_SmugglerDeserterUnique03_Boots,Inkvine Boots,armor/combat,83951616,2,known,11800,9440,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique03_Boots_Schematic,Inkvine Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_SmugglerDeserterUnique03_Bottom,Inkvine Pants,armor/combat,83951616,2,known,16100,12880,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique03_Bottom_Schematic,Inkvine Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_SmugglerDeserterUnique03_Gloves,Inkvine Gauntlets,armor/combat,83951616,2,known,9525,7620,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique03_Gloves_Schematic,Inkvine Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_SmugglerDeserterUnique03_Helmet,Inkvine Mask,armor/combat,83951616,2,known,13950,11160,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique03_Helmet_Schematic,Inkvine Mask Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_SmugglerDeserterUnique03_Top,Inkvine Jacket,armor/combat,83951616,2,known,18225,14580,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique03_Top_Schematic,Inkvine Jacket Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_SmugglerDeserterUnique04_Boots,Quirth's Boots,armor/combat,83951616,2,known,56800,45440,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique04_Boots_Schematic,Quirth's Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_SmugglerDeserterUnique04_Bottom,Quirth's Pants,armor/combat,83951616,2,known,70750,56600,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique04_Bottom_Schematic,Quirth's Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_SmugglerDeserterUnique04_Gloves,Quirth's Gauntlets,armor/combat,83951616,2,known,39725,31780,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique04_Gloves_Schematic,Quirth's Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_SmugglerDeserterUnique04_Helmet,Quirth's Helmet,armor/combat,83951616,2,known,64150,51320,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique04_Helmet_Schematic,Quirth's Helmet Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_SmugglerDeserterUnique04_Top,Quirth's Jacket,armor/combat,83951616,2,known,78075,62460,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique04_Top_Schematic,Quirth's Jacket Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_SmugglerDeserterUnique05_Boots,Chosen Boots,armor/combat,83951616,2,known,141150,112920,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique05_Boots_Schematic,Chosen Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_SmugglerDeserterUnique05_Bottom,Chosen Pants,armor/combat,83951616,2,known,194300,155440,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique05_Bottom_Schematic,Chosen Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_SmugglerDeserterUnique05_Gloves,Chosen Gauntlets,armor/combat,83951616,2,known,108025,86420,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique05_Gloves_Schematic,Chosen Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_SmugglerDeserterUnique05_Helmet,Chosen Helmet,armor/combat,83951616,2,known,162775,130220,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique05_Helmet_Schematic,Chosen Helmet Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_SmugglerDeserterUnique05_Top,Chosen Chestplate,armor/combat,83951616,2,known,215900,172720,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique05_Top_Schematic,Chosen Chestplate Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_SmugglerDeserterUnique06_Boots,Pincushion Boots,armor/combat,83951616,2,known,192100,153680,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique06_Boots_Schematic,Pincushion Boots Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_SmugglerDeserterUnique06_Bottom,Pincushion Pants,armor/combat,83951616,2,known,267125,213700,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique06_Bottom_Schematic,Pincushion Pants Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_SmugglerDeserterUnique06_Gloves,Pincushion Gauntlets,armor/combat,83951616,2,known,153525,122820,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique06_Gloves_Schematic,Pincushion Gauntlets Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_SmugglerDeserterUnique06_Helmet,Pincushion Helmet,armor/combat,83951616,2,known,228725,182980,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique06_Helmet_Schematic,Pincushion Helmet Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_SmugglerDeserterUnique06_Top,Pincushion Chestpiece,armor/combat,83951616,2,known,303775,243020,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique06_Top_Schematic,Pincushion Chestpiece Schematic,schematics/armor,117571584,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
ContractAtreidesIDTag,Atreides Identification Tag,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG1Doc1,Lisan al-Gaib and Alam al-Mithal,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG1Doc2,The Mahdi's Blade,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG1Doc3,On Witches,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG2EcologicalLexicon,Ecological Lexicon of Arrakis,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG2FremenFamilyRecords1,Fremen Bloodline Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG2FremenFamilyRecords2,List of Naibs,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBG2SyndicateContract,Syndicate Contract,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractBlightVials,Mysterious Vials,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractCHOAMCommuninetTransceiver,CHOAM Communinet Transceiver,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractCHOAMEmployeeRecords,CHOAM Employee Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractCrysknifeHilt,Broken Crysknife Hilt,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractExperimentalMissileComponent,Experimental Missile Component,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionAlteredAtreidesInfoLog,Altered Atreides Intel Log,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionAlteredLetterFromAnton,Altered letter from Anton,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionAntonFabricatedDocument,Counterfeit Document,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionAtreidesInfoLog,Atreides Intel Log,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionFalsifiedCommunicationsLog,Falsified Communication Log,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionKytheriaSandfliesNote,Bloodied Letter,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionLetterFromAnton,Letter from Anton,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionMaximSemutaLogs,Semuta Trade Logs,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionPoisonVial,Poison Vial,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionSpyDecryptedReport,Atreides Decrypted Report,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionSpyEncryptedReport,Atreides Encrypted Report,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractFactionTaintedSpiceContainer,Tainted Spice,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractHarkonnenCasualtyReport,Harkonnen Casualty Report,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractHarkonnenPhraseBook,Surveillance Report,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKaraValkCodedManifest,Coded Manifest,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKaraValkMedicine1,Kara Valk's Medicine,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKaraValkServoControl1,Servo-Stim Transmitter,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKaraValkServoControl2,Servo-Stim Transmitter,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKaraValkTransmitterFinal,Servo-Stimulator Transmitter,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKirab2Contract5,The Man in the Shadows,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKirab2SpicePackage1,Sealed Spice Package,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKirab2SpicePackage2,Battered Spice Package,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractKynesNotes,Dr. Kynes's Research Notes,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractMaasKharet3Amplifyer,Charge Amplifier,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractMaasKharet3Modulator,Beam Modulator,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractPlanetologist1AReels,Imperial Testing Station Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractPlanetologist2AReels,Imperial Testing Station Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractPlanetologist2ChanisNote,Chakobsa Note,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractPlanetologist3AReels,Imperial Testing Station Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractPlanetologist4AReels,Imperial Testing Station Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractPlanetologist5AReels,Imperial Testing Station Records,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractRewardItem,ContractRewardItem,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
ContractScavengers1AutomatedPoisonSniffer,Automated Poison Snooper,contracts,151060480,2,known,1,1,low,false,awakening-wiki-game-files,moderate,imported from awakening.wiki API game-file data; price_source=market_price
