template_id,display_name,category,category_mask,category_depth,sellable_status,baseline_price,max_buy_price,price_floor,price_ceiling,liquidity_tier,enabled,source,confidence,notes
Combat_Light_Unique_BiomeHeat_Top_06_Schematic,Desert Garb Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Light_Unique_Climbing_Gloves_06,Hook-claw Gloves,armor/combat,83951616,2,validated,73000,58400,73000,73000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Light_Unique_Climbing_Gloves_06_Schematic,Hook-claw Gloves Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Light_Unique_DewReap_Gloves_03,Reaper Gloves,armor/combat,83951616,2,validated,17000,13600,17000,17000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Light_Unique_DewReap_Gloves_03_Schematic,Reaper Gloves Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Light_Unique_DewReap_Gloves_04,Improved Reaper Gloves,armor/combat,83951616,2,validated,34000,27200,34000,34000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Light_Unique_DewReap_Gloves_04_Schematic,Improved Reaper Gloves Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Light_Unique_DewReap_Gloves_05,Advanced Reaper Gloves,armor/combat,83951616,2,validated,49000,39200,49000,49000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Light_Unique_DewReap_Gloves_05_Schematic,Advanced Reaper Gloves Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Light_Unique_DewReap_Gloves_06,Yueh's Reaper Gloves,armor/combat,83951616,2,validated,73000,58400,73000,73000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Light_Unique_DewReap_Gloves_06_Schematic,Combat_Light_Unique_DewReap_Gloves_06_Schematic,schematics/armor,117571584,2,validated,2200,1760,2200,2200,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Combat_Light_Unique_Mentat_Boots,Mentat's Garment Boots,armor/combat,83951616,2,validated,65000,52000,65000,65000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_Mentat_Bottom,Mentat's Garment Leggings,armor/combat,83951616,2,validated,87000,69600,87000,87000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_Mentat_Gloves,Mentat's Garment Gauntlets,armor/combat,83951616,2,validated,49000,39200,49000,49000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_Mentat_Helmet,Mentat's Garment Helmet,armor/combat,83951616,2,validated,76000,60800,76000,76000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_Mentat_Top,Mentat's Garment Chest,armor/combat,83951616,2,validated,97000,77600,97000,97000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_MovingDmgReduction_Boots_06,Adrenal Boots,armor/combat,83951616,2,validated,96000,76800,96000,96000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_MovingDmgReduction_Boots_06_Schematic,Adrenal Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Light_Unique_ReduceSuspensor_Top_03,Rigged Suspensor Jacket,armor/combat,83951616,2,validated,31000,24800,31000,31000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Light_Unique_ReduceSuspensor_Top_03_Schematic,Rigged Suspensor Jacket Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Light_Unique_ReduceSuspensor_Top_04,Improved Suspensor Jacket,armor/combat,83951616,2,validated,63000,50400,63000,63000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Light_Unique_ReduceSuspensor_Top_04_Schematic,Improved Suspensor Jacket Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Light_Unique_ReduceSuspensor_Top_05,Advanced Suspensor Jacket,armor/combat,83951616,2,validated,97000,77600,97000,97000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Light_Unique_ReduceSuspensor_Top_05_Schematic,Advanced Suspensor Jacket Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Light_Unique_ReduceSuspensor_Top_06,Idaho's Charge,armor/combat,83951616,2,validated,150000,120000,150000,150000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Light_Unique_ReduceSuspensor_Top_06_Schematic,Combat_Light_Unique_ReduceSuspensor_Top_06_Schematic,schematics/armor,117571584,2,validated,2200,1760,2200,2200,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Combat_Light_Unique_Scanning_Helmet_05,Wayfinder Helm,armor/combat,83951616,2,validated,76000,60800,76000,76000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Light_Unique_Scanning_Helmet_05_Schematic,Wayfinder Helm Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Light_Unique_Scanning_Helmet_06,Wayfinder Helm,armor/combat,83951616,2,validated,110000,88000,110000,110000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Light_Unique_Scanning_Helmet_06_Schematic,Wayfinder Helm Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Light_Unique_StaminaDmgIncrease_Helmet_06,Seeker Helmet,armor/combat,83951616,2,validated,110000,88000,110000,110000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_StaminaDmgIncrease_Helmet_06_Schematic,Seeker Helmet Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Light_Unique_Stamina_Bottom_04,Compression-Stim Leggings,armor/combat,83951616,2,validated,56000,44800,56000,56000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Light_Unique_Stamina_Bottom_04_Schematic,Compression-Stim Leggings Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Light_Unique_Stamina_Bottom_05,Stim-Leggings,armor/combat,83951616,2,validated,87000,69600,87000,87000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Light_Unique_Stamina_Bottom_05_Schematic,Stim-Leggings  Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Light_Unique_Stamina_Bottom_06,Ix-core Leggings,armor/combat,83951616,2,validated,130000,104000,130000,130000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Light_Unique_Stamina_Bottom_06_Schematic,Ix-core Leggings Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Light_Unique_Story_Jackal_Helmet,The Jackal's Blindfold,armor/combat,83951616,2,validated,26000,20800,26000,26000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price
Combat_Light_Unique_WormThreat_Boots_02,Softstep Boots,armor/combat,83951616,2,validated,8800,7040,8800,8800,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Light_Unique_WormThreat_Boots_02_Schematic,Softstep Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Light_Unique_WormThreat_Boots_03,Ta'lab Softstep Boots,armor/combat,83951616,2,validated,18000,14400,18000,18000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Light_Unique_WormThreat_Boots_03_Schematic,Ta'lab Softstep Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Light_Unique_WormThreat_Boots_04,Idaho Softstep Boots,armor/combat,83951616,2,validated,41000,32800,41000,41000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Light_Unique_WormThreat_Boots_04_Schematic,Idaho Softstep Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Light_Unique_WormThreat_Boots_05,Tarl Softstep Boots,armor/combat,83951616,2,validated,65000,52000,65000,65000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Light_Unique_WormThreat_Boots_05_Schematic,Tarl Softstep Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Light_Unique_WormThreat_Boots_06,Tabr Softstep Boots,armor/combat,83951616,2,validated,96000,76800,96000,96000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Light_Unique_WormThreat_Boots_06_Schematic,Tabr Softstep Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Nati_SandtroutLeathers01_Boots,Combat_Nati_SandtroutLeathers01_Boots,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=8
Combat_Nati_SandtroutLeathers01_Bottom,Combat_Nati_SandtroutLeathers01_Bottom,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=8
Combat_Nati_SandtroutLeathers01_Gloves,Combat_Nati_SandtroutLeathers01_Gloves,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=8
Combat_Nati_SandtroutLeathers01_Helmet,Combat_Nati_SandtroutLeathers01_Helmet,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=8
Combat_Nati_SandtroutLeathers01_Top,Combat_Nati_SandtroutLeathers01_Top,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=8
Combat_Nati_ScavengerRags02_Boots,Combat_Nati_ScavengerRags02_Boots,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=2
Combat_Nati_ScavengerRags02_Bottom,Combat_Nati_ScavengerRags02_Bottom,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=2
Combat_Nati_ScavengerRags02_Gloves,Combat_Nati_ScavengerRags02_Gloves,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=3
Combat_Nati_ScavengerRags02_Helmet,Combat_Nati_ScavengerRags02_Helmet,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Combat_Nati_ScavengerRags02_Top,Combat_Nati_ScavengerRags02_Top,armor/combat,83951616,2,validated,600,480,600,600,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=2
Combat_Neut_AtreidesDeserterUnique01_Boots,Oathbreaker Boots,armor/combat,83951616,2,validated,7800,6240,7800,7800,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique01_Bottom,Oathbreaker Pants,armor/combat,83951616,2,validated,8000,6400,8000,8000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique01_Gloves,Oathbreaker Gauntlets,armor/combat,83951616,2,validated,6500,5200,6500,6500,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique01_Helmet,Oathbreaker Headwrap,armor/combat,83951616,2,validated,7800,6240,7800,7800,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique01_Top,Oathbreaker Chestpiece,armor/combat,83951616,2,validated,10000,8000,10000,10000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Boots,Karak's Boots,armor/combat,83951616,2,validated,14800,11840,14800,14800,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Boots_Schematic,Karak's Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_AtreidesDeserterUnique02_Bottom,Karak's Pants,armor/combat,83951616,2,validated,20100,16080,20100,20100,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Bottom_Schematic,Karak's Pants Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_AtreidesDeserterUnique02_Gloves,Karak's Gauntlets,armor/combat,83951616,2,validated,12125,9700,12125,12125,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Gloves_Schematic,Karak's Gauntlets Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_AtreidesDeserterUnique02_Helmet,Karak's Helmet,armor/combat,83951616,2,validated,17150,13720,17150,17150,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Helmet_Schematic,Karak's Helmet Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_AtreidesDeserterUnique02_Top,Karak's Jacket,armor/combat,83951616,2,validated,22650,18120,22650,22650,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique02_Top_Schematic,Karak's Jacket Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=3
Combat_Neut_AtreidesDeserterUnique03_Boots,Sentinel Boots,armor/combat,83951616,2,validated,70000,56000,70000,70000,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Boots_Schematic,Sentinel Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Bottom,Sentinel Pants,armor/combat,83951616,2,validated,88525,70820,88525,88525,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Bottom_Schematic,Sentinel Pants Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Gloves,Sentinel Gauntlets,armor/combat,83951616,2,validated,49700,39760,49700,49700,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Gloves_Schematic,Sentinel Gauntlets Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Helmet,Sentinel Helmet,armor/combat,83951616,2,validated,79125,63300,79125,79125,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Helmet_Schematic,Sentinel Helmet Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique03_Top,Sentinel Jacket,armor/combat,83951616,2,validated,97650,78120,97650,97650,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique03_Top_Schematic,Sentinel Jacket Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=4
Combat_Neut_AtreidesDeserterUnique04_Boots,Acheronian Boots,armor/combat,83951616,2,validated,163300,130640,163300,163300,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Boots_Schematic,Combat_Neut_AtreidesDeserterUnique04_Boots_Schematic,schematics/armor,117571584,2,validated,2200,1760,2200,2200,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Combat_Neut_AtreidesDeserterUnique04_Bottom,Acheronian Pants,armor/combat,83951616,2,validated,224925,179940,224925,224925,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Bottom_Schematic,Combat_Neut_AtreidesDeserterUnique04_Bottom_Schematic,schematics/armor,117571584,2,validated,2200,1760,2200,2200,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=2
Combat_Neut_AtreidesDeserterUnique04_Gloves,Acheronian Gauntlets,armor/combat,83951616,2,validated,125850,100680,125850,125850,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Gloves_Schematic,Combat_Neut_AtreidesDeserterUnique04_Gloves_Schematic,schematics/armor,117571584,2,validated,2200,1760,2200,2200,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Combat_Neut_AtreidesDeserterUnique04_Helmet,Acheronian Helmet,armor/combat,83951616,2,validated,189250,151400,189250,189250,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Helmet_Schematic,Acheronian Helmet Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5
Combat_Neut_AtreidesDeserterUnique04_Top,Acheronian Chestplate,armor/combat,83951616,2,validated,251300,201040,251300,251300,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=5; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique04_Top_Schematic,Combat_Neut_AtreidesDeserterUnique04_Top_Schematic,schematics/armor,117571584,2,validated,2200,1760,2200,2200,medium,true,local-bootstrap,low,heuristic category and price; disabled until real price validation; observed_count=1
Combat_Neut_AtreidesDeserterUnique05_Boots,Executor's Boots,armor/combat,83951616,2,validated,205100,164080,205100,205100,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Boots_Schematic,Executor's Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Bottom,Executor's Pants,armor/combat,83951616,2,validated,284300,227440,284300,284300,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Bottom_Schematic,Executor's Pants Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Gloves,Executor's Gauntlets,armor/combat,83951616,2,validated,166150,132920,166150,166150,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Gloves_Schematic,Executor's Gauntlets Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Helmet,Executor's Helmet,armor/combat,83951616,2,validated,246150,196920,246150,246150,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Helmet_Schematic,Executor's Helmet Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_AtreidesDeserterUnique05_Top,Executor's Chestpiece,armor/combat,83951616,2,validated,324750,259800,324750,324750,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6; unique_schematic=yes
Combat_Neut_AtreidesDeserterUnique05_Top_Schematic,Executor's Chestpiece Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=6
Combat_Neut_SmugglerDeserterUnique01_Boots,Aren's Boots,armor/combat,83951616,2,validated,2694,2155,2694,2694,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Bottom,Aren's Pants,armor/combat,83951616,2,validated,421,336,421,421,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Gloves,Aren's Gloves,armor/combat,83951616,2,validated,500,400,500,500,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Helmet,Aren's Mask,armor/combat,83951616,2,validated,550,440,550,550,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique01_Top,Aren's Chestpiece,armor/combat,83951616,2,validated,600,480,600,600,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=1; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Boots,Mendia's Boots,armor/combat,83951616,2,validated,6250,5000,6250,6250,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Boots_Schematic,Mendia's Boots Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
Combat_Neut_SmugglerDeserterUnique02_Bottom,Mendia's Pants,armor/combat,83951616,2,validated,8625,6900,8625,8625,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2; unique_schematic=yes
Combat_Neut_SmugglerDeserterUnique02_Bottom_Schematic,Mendia's Pants Schematic,schematics/armor,117571584,2,validated,1,1,1,1,low,true,awakening-wiki-game-files-full-populate,moderate,imported from awakening.wiki API game-file data; price_source=market_price; tier=2
